name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,maintainence_duration
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,97
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Individual,Manual,First Owner,7
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Individual,Manual,Second Owner,196
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Individual,Manual,Third Owner,247
Honda City i VTEC V,2016,500000,20000,Petrol,Individual,Manual,First Owner,76
Maruti Ritz VDi,2011,180000,90000,Diesel,Individual,Manual,Second Owner,44
Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Individual,Manual,Second Owner,83
Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Individual,Manual,First Owner,212
Maruti A-Star Vxi,2011,150000,70000,Petrol,Individual,Manual,Second Owner,100
Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Individual,Manual,First Owner,36
Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Individual,Manual,First Owner,64
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner,55
Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Individual,Manual,Second Owner,209
Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner,82
Maruti Alto 800 LXI,2014,110000,25000,Petrol,Individual,Manual,First Owner,34
Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Individual,Manual,Third Owner,153
Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner,178
Maruti Alto 800 LX,2017,180000,60000,Petrol,Individual,Manual,First Owner,208
Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner,200
Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Individual,Manual,First Owner,145
Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Individual,Manual,First Owner,52
Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Individual,Manual,Third Owner,86
Mahindra Jeep Classic,1999,170000,2020,Diesel,Individual,Manual,Second Owner,134
Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Individual,Manual,Second Owner,160
Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Individual,Manual,Second Owner,94
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Individual,Manual,Second Owner,94
Maruti Alto LX,2006,105000,100000,Petrol,Individual,Manual,Third Owner,90
Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,Third Owner,26
Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner,165
Honda City i DTEC S,2014,700000,90000,Diesel,Individual,Manual,Second Owner,78
Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Individual,Manual,First Owner,69
Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Individual,Manual,Second Owner,87
Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Individual,Manual,Second Owner,148
Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner,231
Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Individual,Manual,First Owner,174
Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Individual,Manual,First Owner,110
Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Individual,Manual,First Owner,97
Hyundai Accent GLE CNG,2010,145000,90000,CNG,Individual,Manual,Second Owner,243
Maruti Alto K10 LX,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner,232
Maruti Swift VDI,2011,256000,70000,Diesel,Individual,Manual,Third Owner,128
Tata Indica DLS,2005,70000,120000,Diesel,Individual,Manual,First Owner,148
Maruti Wagon R VX,2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner,160
Renault KWID RXT,2016,240000,70000,Petrol,Individual,Manual,Second Owner,214
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Individual,Manual,First Owner,200
Tata Indigo CR4,2012,130000,120000,Diesel,Individual,Manual,First Owner,22
Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Individual,Manual,First Owner,252
Honda Civic 1.8 S AT,2006,125000,70000,Petrol,Individual,Automatic,First Owner,123
Hyundai Xcent 1.1 CRDi Base,2015,420000,60000,Diesel,Individual,Manual,First Owner,62
Mahindra NuvoSport N8,2016,525000,110000,Diesel,Individual,Manual,First Owner,142
Hyundai Santro Xing GLS,2008,125000,85000,Petrol,Individual,Manual,First Owner,119
Hyundai Verna Transform CRDi VGT SX ABS,2010,325000,135000,Diesel,Individual,Manual,First Owner,62
Volkswagen Vento New Diesel Highline,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner,223
Maruti Wagon R LXI BS IV,2010,110000,50000,Petrol,Individual,Manual,First Owner,114
Maruti S-Presso VXI Plus,2019,450000,1950,Petrol,Individual,Manual,First Owner,55
Maruti Swift 1.3 VXi,2005,85000,118400,Petrol,Individual,Manual,First Owner,183
Honda Civic 1.8 S MT,2007,229999,70000,Petrol,Individual,Manual,Second Owner,185
Hyundai i10 Magna,2012,250000,60000,Petrol,Individual,Manual,Second Owner,103
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner,70
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,84
Toyota Etios Liva 1.2 VX,2017,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner,102
Maruti Vitara Brezza VDi,2017,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner,36
Toyota Yaris G,2018,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner,89
Hyundai EON Era Plus Option,2017,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner,69
Maruti Swift LXI Option,2015,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner,89
Maruti Ciaz ZDi Plus,2016,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner,129
Maruti Ciaz 1.4 Alpha,2017,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner,167
Toyota Fortuner 4x2 AT,2017,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner,0
Hyundai Creta 1.6 CRDi SX,2015,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner,30
Hyundai Creta 1.6 CRDi SX,2015,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner,7
Toyota Corolla Altis GL MT,2016,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner,23
Maruti Esteem Lxi - BSIII,2007,75000,54000,Petrol,Individual,Manual,First Owner,217
Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Individual,Manual,First Owner,136
Maruti SX4 ZXI AT,2009,130000,120000,Petrol,Individual,Automatic,Second Owner,51
Hyundai Santro Magna AMT BSIV,2019,400000,16000,Petrol,Individual,Automatic,First Owner,226
Maruti Swift Dzire AMT ZXI,2019,550000,60000,Petrol,Individual,Automatic,First Owner,107
Chevrolet Beat LT,2016,245000,52000,Petrol,Dealer,Manual,First Owner,103
Maruti Swift VDI BSIV,2010,320000,110000,Diesel,Individual,Manual,Fourth & Above Owner,107
Mahindra TUV 300 T8 AMT,2016,730000,60000,Diesel,Individual,Automatic,Second Owner,95
Ford Fusion 1.6 Duratec Petrol,2005,120000,100000,Petrol,Individual,Manual,Third Owner,162
Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner,178
Maruti Wagon R VXI BS IV,2017,350000,48000,Petrol,Individual,Manual,Third Owner,15
Maruti Esteem Vxi,2005,100000,20000,Petrol,Individual,Manual,Second Owner,135
Maruti Wagon R VXI BS IV,2017,350000,30000,Petrol,Individual,Manual,First Owner,253
Maruti Wagon R VXI BSIII,2005,80000,40000,Petrol,Individual,Manual,Second Owner,145
Hyundai Verna 1.6 VTVT,2013,370000,60000,Petrol,Individual,Manual,First Owner,153
Hyundai EON D Lite Plus,2012,160000,70000,Petrol,Individual,Manual,Second Owner,154
Tata Sumo Victa EX 7/9 Str BSII,2009,130000,120000,Diesel,Individual,Manual,First Owner,59
Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000,Petrol,Individual,Manual,First Owner,6
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000,80000,Diesel,Individual,Manual,Second Owner,40
BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Individual,Automatic,First Owner,133
Hyundai EON Era Plus,2013,160000,80000,Petrol,Individual,Manual,First Owner,178
Hyundai EON Magna Plus,2016,229999,80000,Petrol,Individual,Manual,First Owner,251
Mahindra Bolero Power Plus ZLX,2017,750000,29000,Diesel,Individual,Manual,First Owner,14
Chevrolet Optra Magnum 2.0 LS,2011,195000,120000,Diesel,Individual,Manual,First Owner,190
Toyota Etios Cross 1.2L G,2015,320000,60000,Petrol,Individual,Manual,First Owner,244
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,0
Datsun RediGO S,2016,270000,22000,Petrol,Individual,Manual,First Owner,151
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Individual,Manual,First Owner,31
Chevrolet Beat Diesel LT,2012,200000,50000,Diesel,Individual,Manual,First Owner,136
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366,Petrol,Individual,Manual,First Owner,204
Maruti Esteem Vxi - BSIII,2006,95000,110000,Petrol,Individual,Manual,First Owner,213
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,185
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,300000,Diesel,Individual,Manual,First Owner,192
Mahindra KUV 100 mFALCON D75 K6,2016,430000,20000,Diesel,Individual,Manual,First Owner,202
Renault Fluence 1.5,2012,300000,90000,Diesel,Individual,Manual,First Owner,19
Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner,181
Renault Duster 110PS Diesel RxZ,2013,450000,120000,Diesel,Individual,Manual,First Owner,198
Renault KWID RXT,2016,200000,53000,Petrol,Individual,Manual,Second Owner,187
Maruti Alto 800 LXI,2017,250000,30000,Petrol,Individual,Manual,First Owner,22
Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000,90000,Petrol,Individual,Manual,Second Owner,26
Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000,90000,Petrol,Individual,Manual,Second Owner,200
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,650000,244000,Diesel,Individual,Manual,First Owner,41
Mahindra Jeep CL 500 MDI,1997,150000,120000,Diesel,Individual,Manual,Third Owner,35
Maruti Wagon R LXI DUO BS IV,2012,180000,60000,LPG,Individual,Manual,First Owner,227
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,525000,15000,Petrol,Individual,Manual,First Owner,220
Ford Endeavour 4x4 XLT,2005,350000,150000,Diesel,Individual,Manual,Second Owner,180
Mahindra TUV 300 Plus P4,2018,850000,30000,Diesel,Individual,Manual,Second Owner,108
Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,312000,Diesel,Individual,Manual,Third Owner,235
Maruti Esteem Lxi - BSIII,2007,75000,54000,Petrol,Individual,Manual,First Owner,79
Maruti Swift 1.3 VXi,2005,160000,67000,Petrol,Individual,Manual,First Owner,50
Maruti Swift LDI Optional,2017,500000,40000,Diesel,Individual,Manual,First Owner,163
Hyundai Santro Xing GLS,2008,130000,100000,Petrol,Individual,Manual,First Owner,34
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,100000,Diesel,Individual,Manual,Second Owner,5
Maruti Wagon R LXI,2005,70000,80000,Petrol,Individual,Manual,First Owner,247
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,145000,Diesel,Individual,Manual,Second Owner,220
Honda Amaze VX i-DTEC,2013,450000,53000,Diesel,Individual,Manual,First Owner,158
Maruti Swift Dzire LDI,2015,430000,73000,Diesel,Individual,Manual,Third Owner,34
Maruti SX4 VDI,2011,260000,90000,Diesel,Individual,Manual,Third Owner,86
Maruti Swift VDI,2013,370000,80000,Diesel,Individual,Manual,Third Owner,12
Chevrolet Aveo 1.4 CNG,2011,229999,100000,CNG,Individual,Manual,First Owner,96
Ford Figo Diesel EXI,2011,140000,90000,Diesel,Individual,Manual,Third Owner,115
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,200000,Diesel,Individual,Manual,First Owner,162
Hyundai Elite i20 Magna Plus BSIV,2020,545000,7300,Petrol,Individual,Manual,First Owner,194
Datsun RediGO T Option,2017,200000,30000,Petrol,Individual,Manual,First Owner,114
Tata Safari Storme VX,2015,500000,120000,Diesel,Individual,Manual,First Owner,74
Maruti Alto LXi,2008,70000,90000,Petrol,Individual,Manual,Second Owner,221
Mahindra Thar 4X4,2013,580000,25000,Diesel,Individual,Manual,Third Owner,91
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,160000,70000,CNG,Individual,Manual,Second Owner,46
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,First Owner,74
Maruti Alto LXi,2010,160000,36000,Petrol,Individual,Manual,First Owner,247
Maruti Ertiga SHVS ZDI Plus,2016,760000,49000,Diesel,Individual,Manual,First Owner,87
Hyundai EON Magna Optional,2015,300000,22000,Petrol,Individual,Manual,First Owner,61
Maruti Omni 5 Str STD LPG,1998,50000,35000,LPG,Individual,Manual,Second Owner,200
Mahindra Bolero 2011-2019 SLX,2019,800000,24000,Diesel,Individual,Manual,First Owner,166
Maruti Swift Dzire VDI,2018,680000,20000,Diesel,Individual,Manual,First Owner,2
Maruti 800 DUO AC LPG,2009,85000,50000,LPG,Individual,Manual,Second Owner,24
Toyota Innova Crysta 2.4 G MT BSIV,2016,1300000,70000,Diesel,Individual,Manual,First Owner,102
Maruti Swift VXI BSIV,2016,500000,60000,Petrol,Individual,Manual,First Owner,189
Audi Q5 2.0 TDI,2015,3500000,35000,Diesel,Individual,Automatic,First Owner,252
Hyundai Accent GLX,2008,145000,60000,Petrol,Individual,Manual,First Owner,46
Mahindra Quanto C6,2013,300000,60000,Diesel,Individual,Manual,First Owner,118
Maruti Swift VDI Optional,2017,600000,60000,Diesel,Individual,Manual,Second Owner,232
Maruti Swift Dzire VXI,2015,400000,70000,Petrol,Individual,Manual,Second Owner,252
Hyundai Santro Xing XK eRLX EuroIII,2007,130000,135000,Petrol,Individual,Manual,Second Owner,2
Maruti 800 AC BSII,2001,45000,72539,Petrol,Individual,Manual,Second Owner,240
Maruti Baleno Zeta 1.2,2017,641000,25000,Petrol,Individual,Manual,First Owner,76
Maruti Swift Dzire VDI,2015,650000,50000,Diesel,Individual,Manual,First Owner,133
Ford Freestyle Titanium Diesel,2020,784000,101,Diesel,Dealer,Manual,Test Drive Car,36
Ford Figo Titanium,2020,635000,101,Petrol,Dealer,Manual,Test Drive Car,29
Ford Ecosport 1.5 Diesel Titanium,2020,1000000,101,Diesel,Dealer,Manual,Test Drive Car,146
Ford Figo 1.5D Titanium Opt MT,2015,495000,52328,Diesel,Dealer,Manual,First Owner,80
Hyundai Santro Xing GLS,2013,324000,30000,Petrol,Individual,Manual,First Owner,3
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,91505,Diesel,Dealer,Automatic,First Owner,254
Maruti Alto 800 LXI,2018,200000,35000,Petrol,Individual,Manual,First Owner,191
Maruti Swift Dzire VDI,2015,320000,60000,Diesel,Individual,Manual,First Owner,68
Hyundai EON Magna Optional,2015,300000,20500,Petrol,Individual,Manual,First Owner,14
Tata Indica Vista Quadrajet LX,2013,180000,200000,Diesel,Individual,Manual,First Owner,15
Toyota Innova 2.5 V Diesel 8-seater,2008,500000,154000,Diesel,Individual,Manual,Third Owner,55
Toyota Etios VX,2011,305000,120000,Petrol,Individual,Manual,Second Owner,110
Maruti 800 AC,2009,125000,50000,Petrol,Individual,Manual,Fourth & Above Owner,74
Maruti Swift Dzire ZDI,2015,800000,135000,Diesel,Individual,Manual,First Owner,211
Mahindra Scorpio SLE BSIV,2009,420000,100000,Diesel,Individual,Manual,First Owner,209
Maruti Vitara Brezza ZDi Plus,2017,875000,40000,Diesel,Individual,Manual,First Owner,122
Maruti Swift Dzire ZDI,2014,580000,70000,Diesel,Individual,Manual,First Owner,182
Maruti Swift Ldi BSIV,2011,350000,133000,Diesel,Individual,Manual,Second Owner,128
Hyundai Accent GLS,2004,120000,110000,Petrol,Individual,Manual,Second Owner,101
Tata Indica Vista TDI LS,2013,150000,180000,Diesel,Individual,Manual,Third Owner,182
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Individual,Manual,First Owner,223
Maruti Alto K10 2010-2014 VXI,2010,225000,80000,Petrol,Individual,Manual,Second Owner,198
Honda Amaze S AT i-Vtech,2014,400000,15000,Petrol,Individual,Automatic,First Owner,235
Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner,102
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner,18
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner,234
Maruti Alto K10 LXI,2012,175000,20000,Petrol,Individual,Manual,Second Owner,114
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,33
Maruti Ignis 1.3 Delta,2018,590000,26350,Diesel,Dealer,Manual,First Owner,236
Tata Indigo CS LX (TDI) BS-III,2015,225000,68745,Diesel,Dealer,Manual,First Owner,169
Mahindra XUV500 W6 2WD,2016,900000,47000,Diesel,Individual,Manual,First Owner,65
Maruti Alto K10 VXI AGS,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,57
Hyundai EON Era Plus,2016,320000,24662,Petrol,Dealer,Manual,First Owner,199
Maruti Swift Dzire VDI,2013,525000,37000,Diesel,Dealer,Manual,First Owner,240
Nissan Evalia XV,2014,650000,28245,Diesel,Dealer,Manual,First Owner,76
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000,27005,Diesel,Dealer,Manual,First Owner,182
Hyundai i10 Magna,2014,355000,39227,Petrol,Dealer,Manual,First Owner,4
Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367,Diesel,Dealer,Manual,First Owner,27
Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,84
Hyundai Santro Xing GLS,2009,195000,27005,Petrol,Dealer,Manual,First Owner,183
Hyundai Santro Xing XG,2004,90000,100005,Petrol,Dealer,Manual,Second Owner,248
Hyundai Verna SX Diesel,2013,580000,45264,Diesel,Dealer,Manual,First Owner,75
Maruti Eeco 7 Seater Standard BSIV,2014,325000,39093,Petrol,Dealer,Manual,First Owner,215
Honda City Corporate Edition,2013,495000,45241,Petrol,Dealer,Manual,First Owner,8
Hyundai EON Era,2014,290000,12000,Petrol,Dealer,Manual,First Owner,197
Datsun RediGO 1.0 T Option,2018,375000,2769,Petrol,Dealer,Manual,First Owner,125
Tata Indica Vista TDI LS,2011,211000,43128,Diesel,Dealer,Manual,First Owner,130
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,154
Maruti Alto LXI,2004,70000,50000,Petrol,Individual,Manual,Second Owner,102
Hyundai i10 Magna 1.2,2010,225000,60000,Petrol,Individual,Manual,Second Owner,230
Mahindra Scorpio LX,2014,420000,70000,Diesel,Individual,Manual,Third Owner,204
Chevrolet Sail Hatchback 1.2 LS,2015,280000,22255,Petrol,Individual,Manual,First Owner,104
Hyundai i20 Sportz 1.2,2013,400000,59213,Petrol,Individual,Manual,First Owner,137
Mahindra XUV500 W6 2WD,2015,850000,55000,Diesel,Individual,Manual,First Owner,183
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000,Diesel,Individual,Manual,First Owner,79
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000,Diesel,Individual,Manual,First Owner,99
Renault Captur 1.5 Diesel RXT Mono,2018,1000000,40000,Diesel,Individual,Manual,First Owner,51
Mahindra Xylo D2 Maxx,2014,350000,170000,Diesel,Individual,Manual,First Owner,50
Tata New Safari DICOR 2.2 EX 4x2,2011,350000,170000,Diesel,Individual,Manual,Second Owner,206
Honda Civic 1.8 S MT,2007,170000,70000,Petrol,Individual,Manual,Third Owner,241
Ford Aspire Titanium BSIV,2020,828999,1010,Petrol,Dealer,Manual,Test Drive Car,42
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000,1010,Petrol,Dealer,Manual,Test Drive Car,72
Ford Figo Titanium,2020,746000,1111,Petrol,Dealer,Manual,Test Drive Car,85
Ford Ecosport 1.5 Petrol Trend,2020,1030000,1010,Petrol,Dealer,Manual,Test Drive Car,126
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000,1010,Diesel,Dealer,Manual,Test Drive Car,239
Ford Freestyle Titanium,2020,811999,1010,Petrol,Dealer,Manual,Test Drive Car,218
Ford Ecosport Thunder Edition Diesel,2020,1331000,1010,Diesel,Dealer,Manual,Test Drive Car,129
Ford Freestyle Titanium Plus,2020,852000,1010,Petrol,Dealer,Manual,Test Drive Car,25
Tata Indica DLE,2006,45000,120000,Diesel,Individual,Manual,Second Owner,171
Renault Duster 85PS Diesel RxL Optional,2013,430000,70000,Diesel,Individual,Manual,Third Owner,29
Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,Second Owner,71
Mahindra Scorpio S2 9 Seater,2015,830000,70000,Diesel,Individual,Manual,First Owner,60
Mahindra Scorpio VLS 2.2 mHawk,2009,409999,110000,Diesel,Individual,Manual,Second Owner,234
Maruti Swift VDI,2012,190000,80000,Diesel,Individual,Manual,Third Owner,46
Honda Accord VTi-L (MT),2007,200000,80000,Petrol,Individual,Manual,Second Owner,170
Hyundai Accent GLX,2006,120000,110000,Petrol,Individual,Manual,Second Owner,88
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,850000,50000,Diesel,Individual,Manual,First Owner,16
Tata Indigo CS LE (TDI) BS-III,2011,95000,115000,Diesel,Individual,Manual,Fourth & Above Owner,54
